customer_id,first_name,last_name,gender,age,DOB,address,postcode,country,state,job_title,job_industry_category,past_3_years_bike_related_purchases,property_valuation,wealth_segment,tenure,deceased_indicator,owns_car,frequency,monetary,recency,% approved,clusters
3276,Goddart,Pavelin,0,38,1979-04-18,5 Coolidge Avenue,4750,Australia,QLD,Legal Assistant,,10,2,High Net Worth,3,0,0,5,3655.39,81.0,100.0,3
3277,Demetris,Shapcote,0,55,1962-04-20,9398 Declaration Circle,2021,Australia,NSW,Computer Systems Analyst I,,92,7,Affluent Customer,10,0,0,5,2535.98,38.0,100.0,2
3278,Marcel,Eddolls,0,35,1982-06-22,31601 Birchwood Court,4105,Australia,QLD,VP Product Management,Financial Services,66,8,Affluent Customer,9,0,0,5,3216.13,23.0,100.0,3
3279,Morgun,Razoux,0,58,1959-02-18,07803 Dexter Pass,2170,Australia,NSW,Staff Scientist,Financial Services,55,9,Mass Customer,14,0,0,1,690.49,298.0,100.0,1
3280,Micki,McNamara,1,30,1987-05-02,9 Hallows Circle,2113,Australia,NSW,General Manager,Financial Services,49,11,Mass Customer,21,0,1,8,6881.080000000001,135.0,100.0,3
3281,Peg,Cliff,1,19,1998-02-22,5718 John Wall Plaza,4350,Australia,QLD,Administrative Assistant III,,67,1,Mass Customer,4,0,0,2,987.82,60.0,100.0,2
3282,Helga,Nuzzi,1,58,1959-04-24,011 Lotheville Junction,2099,Australia,NSW,Clinical Specialist,Health,8,10,High Net Worth,13,0,0,4,2504.28,17.0,100.0,2
3283,Rowe,Barbary,1,38,1979-01-15,60 Cordelia Parkway,2759,Australia,NSW,Administrative Officer,Property,46,8,Mass Customer,6,0,1,6,4368.41,45.0,100.0,3
3284,Jorrie,Cerman,1,26,1991-08-28,34748 Charing Cross Point,3057,Australia,VIC,Chief Design Engineer,Retail,98,10,Affluent Customer,2,0,0,6,2969.04,279.0,100.0,1
3285,Mendie,Teresi,0,31,1986-12-30,2094 Bunting Junction,3059,Australia,VIC,Recruiter,Health,51,9,Affluent Customer,9,0,1,6,2354.9700000000003,20.0,83.33333333333333,3
3286,Kent,Hatter,0,56,1961-06-02,1 Fairview Park,3977,Australia,VIC,Assistant Media Planner,Entertainment,23,7,Mass Customer,20,0,0,11,5314.970000000001,10.0,90.9090909090909,3
3287,Marys,Vazquez,1,31,1986-01-06,4380 Rusk Terrace,2086,Australia,NSW,Account Executive,,30,11,Affluent Customer,4,0,1,3,3199.1000000000004,77.0,100.0,2
3288,Fair,Dewen,2,40,,6 Cascade Trail,2770,Australia,NSW,Engineer III,IT,47,9,High Net Worth,10,0,0,6,4430.639999999999,33.0,100.0,3
3289,Frederico,Spearman,0,39,1978-01-04,8107 Coolidge Pass,2075,Australia,NSW,Assistant Manager,Property,43,12,Mass Customer,12,0,0,5,3476.23,70.0,100.0,3
3290,Brandyn,Gain,0,55,1962-09-18,4171 Beilfuss Street,3153,Australia,VIC,,Manufacturing,22,8,High Net Worth,18,0,1,8,6520.13,3.0,100.0,3
3291,Cindy,Eakin,1,61,1956-01-21,48333 Waywood Road,2113,Australia,NSW,Staff Accountant II,Manufacturing,33,11,Mass Customer,13,0,0,4,2199.04,47.0,100.0,2
3292,Hamlen,Slograve,0,44,1973-04-09,6 Golf Center,2042,Australia,NSW,Web Designer I,Retail,71,10,Affluent Customer,3,0,1,1,15.080000000000004,302.0,100.0,1
3293,Peg,Woodstock,1,31,1986-01-22,5847 Bunting Alley,2130,Australia,NSW,Automation Specialist IV,,98,11,High Net Worth,17,0,0,5,3649.71,1.0,100.0,3
3294,Juditha,Leidl,1,31,1986-06-26,9 Fisk Point,3350,Australia,VIC,Director of Sales,Manufacturing,90,4,Affluent Customer,6,0,0,4,2826.89,63.0,100.0,2
3295,Cleavland,Karchowski,0,53,1964-05-26,133 Quincy Avenue,3810,Australia,VIC,Human Resources Assistant III,Retail,14,4,High Net Worth,9,0,1,8,5246.61,20.0,100.0,3
3296,Leontyne,Jackett,1,43,1974-11-11,85 Carioca Drive,2154,Australia,NSW,Quality Engineer,Financial Services,78,11,Affluent Customer,17,0,1,11,4920.719999999999,65.0,100.0,3
3297,Addy,Moukes,0,42,1975-04-26,50 Declaration Junction,3213,Australia,VIC,Product Engineer,Manufacturing,39,6,Mass Customer,13,0,0,6,1521.4299999999998,59.0,100.0,2
3298,Christine,Baignard,2,40,,3 Maple Place,3064,Australia,VIC,VP Quality Control,IT,1,7,Affluent Customer,10,0,1,5,4214.38,5.0,100.0,3
3299,Sybille,Ballsdon,1,37,1980-04-10,402 Clyde Gallagher Terrace,3153,Australia,VIC,Systems Administrator II,Manufacturing,27,6,Affluent Customer,12,0,1,5,2747.57,31.0,100.0,3
3300,Quintus,Gouldthorpe,0,56,1961-05-22,08 Upham Place,2176,Australia,NSW,Executive Secretary,Retail,47,9,Mass Customer,14,0,0,6,3936.440000000001,16.0,100.0,3
3301,Guntar,O'Halloran,0,30,1987-03-21,6039 Columbus Court,2280,Australia,NSW,Associate Professor,,5,8,Mass Customer,6,0,1,5,1929.78,43.0,100.0,2
3302,Faulkner,McKiernan,0,61,1956-10-30,6406 Parkside Hill,2017,Australia,NSW,Compensation Analyst,Financial Services,17,9,Affluent Customer,19,0,0,4,1428.2199999999998,21.0,100.0,2
3303,Ced,Cuell,0,50,1967-02-02,5 Larry Terrace,3130,Australia,VIC,Structural Engineer,Telecommunications,51,10,Affluent Customer,11,0,1,5,2547.01,21.0,100.0,3
3304,Tymothy,Rodder,0,36,1981-01-19,0 Sachs Circle,4122,Australia,QLD,,,43,8,Mass Customer,12,0,0,10,4236.209999999999,79.0,100.0,3
3305,Neddy,La Grange,0,40,1977-02-16,873 Ludington Plaza,2204,Australia,NSW,Senior Developer,Health,25,10,Mass Customer,11,0,1,2,124.78999999999996,40.0,100.0,2
3306,Iggy,Whorton,0,26,1991-05-17,518 Donald Street,2170,Australia,NSW,Compensation Analyst,Financial Services,50,9,Mass Customer,7,0,0,5,3473.13,41.0,100.0,3
3307,Portia,Thirlwall,1,39,1978-09-02,1172 Mesta Center,4740,Australia,QLD,Analyst Programmer,Health,96,2,High Net Worth,14,0,0,5,4311.99,17.0,100.0,3
3308,Daffi,Idale,1,38,1979-05-20,7216 American Ash Place,2062,Australia,NSW,Cost Accountant,Financial Services,5,12,Mass Customer,14,0,1,3,953.1499999999996,68.0,100.0,2
3309,Christie,Bremeyer,0,43,1974-12-14,24965 Mitchell Center,4124,Australia,QLD,Senior Sales Associate,,34,6,High Net Worth,3,0,1,5,2221.4999999999995,25.0,100.0,2
3310,Bethany,Jarrell,1,56,1961-10-29,43 Eagle Crest Parkway,2295,Australia,NSW,VP Marketing,Property,83,8,Affluent Customer,12,0,1,5,3121.040000000001,52.0,100.0,3
3311,Clary,Bennitt,1,38,1979-12-21,4 Tomscot Alley,4343,Australia,QLD,Civil Engineer,Manufacturing,57,7,Mass Customer,8,0,1,4,1705.39,66.0,100.0,2
3312,Franky,Nanninini,2,40,,83 Graedel Court,4505,Australia,QLD,Administrative Officer,IT,49,2,High Net Worth,10,0,0,4,3123.03,7.0,100.0,3
3313,Kori,Antoshin,1,22,1995-03-15,81 Westerfield Point,2768,Australia,NSW,,Property,10,10,High Net Worth,5,0,1,6,2082.46,55.0,100.0,3
3314,Blakelee,Tassel,1,45,1972-10-31,257 Ruskin Crossing,2200,Australia,NSW,,Financial Services,50,10,Mass Customer,12,0,1,6,2561.12,59.0,100.0,3
3315,Ninnette,Pandey,1,23,1994-09-08,6 North Court,3862,Australia,VIC,Account Executive,Property,77,7,Mass Customer,5,0,1,7,4892.17,2.0,100.0,3
3316,Stoddard,Giacomoni,1,57,1960-09-02,59 Coolidge Hill,2010,Australia,NSW,Structural Analysis Engineer,,31,9,Mass Customer,18,0,0,2,1924.03,21.0,100.0,2
3317,Ric,Kondrachenko,0,47,1970-07-08,64 Nancy Plaza,3137,Australia,VIC,Actuary,Financial Services,35,7,Mass Customer,11,0,1,4,1213.3099999999995,88.0,100.0,2
3318,Courtnay,Allmen,0,55,1962-02-07,2 Donald Crossing,2880,Australia,NSW,,Manufacturing,37,1,High Net Worth,19,0,1,4,3633.95,152.0,100.0,1
3319,Erda,,1,51,1966-04-04,88389 Schiller Drive,3029,Australia,VIC,,Financial Services,67,7,Affluent Customer,19,0,1,7,2464.61,23.0,100.0,3
3320,Anabella,Mealham,1,23,1994-06-02,88 Michigan Junction,3109,Australia,VIC,Nuclear Power Engineer,Manufacturing,16,10,High Net Worth,6,0,0,10,2739.5,138.0,100.0,3
3321,Ives,,0,37,1980-05-10,6 Ludington Place,2042,Australia,NSW,Software Test Engineer I,,38,11,High Net Worth,14,0,1,3,324.77999999999975,97.0,100.0,2
3322,Hew,Sworder,2,40,,624 Harper Way,2094,Australia,NSW,Financial Analyst,Financial Services,24,10,Affluent Customer,10,0,1,3,1066.1900000000005,142.0,100.0,1
3323,Cortie,Hamshar,0,44,1973-03-01,15991 Saint Paul Road,4213,Australia,QLD,Account Representative I,Health,99,7,High Net Worth,8,0,0,3,1142.75,191.0,100.0,1
3324,Sholom,,0,44,1973-07-11,4 Mayfield Center,3155,Australia,VIC,Research Nurse,Health,32,9,Mass Customer,10,0,1,7,2986.96,32.0,100.0,3
3325,Sylas,,0,21,1996-10-08,0421 Anthes Court,2870,Australia,NSW,Database Administrator IV,Manufacturing,80,2,High Net Worth,1,0,0,5,3028.2000000000003,46.0,100.0,3
3326,Wes,Crotch,0,42,1975-04-13,18118 Maple Wood Crossing,2763,Australia,NSW,Nurse,Manufacturing,83,9,High Net Worth,22,0,1,13,10422.04,30.0,100.0,3
3327,Roma,Le Gallo,0,44,1973-02-02,973 Menomonie Hill,3337,Australia,VIC,Teacher,Manufacturing,84,4,Mass Customer,15,0,0,7,3615.58,57.0,100.0,3
3328,Arabella,Delgaty,1,56,1961-08-06,282 Monterey Circle,4300,Australia,QLD,Food Chemist,Health,58,6,Mass Customer,6,0,0,4,2068.3,41.0,100.0,2
3329,Karissa,Leal,1,43,1974-08-06,14 Warbler Hill,2770,Australia,NSW,,,97,8,High Net Worth,13,0,0,4,2083.26,19.0,100.0,2
3330,Tina,Pristnor,1,62,1955-11-06,75106 Oriole Junction,2030,Australia,NSW,,Health,70,12,Mass Customer,18,0,1,8,3445.489999999999,23.0,100.0,3
3331,Claire,Trahar,1,46,1971-09-20,11 Hermina Junction,3219,Australia,VIC,Technical Writer,Financial Services,18,3,Mass Customer,8,0,0,5,3159.58,37.0,100.0,3
3332,Cissy,Jeffress,1,19,1998-09-24,42 Oxford Circle,2220,Australia,NSW,Account Representative III,Health,43,11,Mass Customer,3,0,0,6,2799.26,6.0,100.0,3
3333,Celinda,Asher,1,38,1979-05-08,1520 Summerview Road,2020,Australia,NSW,Software Test Engineer II,Property,30,10,Mass Customer,17,0,1,5,1911.0799999999997,192.0,100.0,1
3334,Koralle,Winckles,1,52,1965-05-22,54 Hermina Road,2000,Australia,NSW,VP Product Management,Health,63,12,Mass Customer,12,0,1,8,2428.3200000000006,74.0,100.0,3
3335,Damian,Dutt,0,38,1979-12-15,3732 Linden Avenue,4820,Australia,QLD,Editor,Health,47,1,Mass Customer,16,0,0,6,2679.58,4.0,100.0,3
3336,Konstantine,Terne,0,38,1979-01-10,6043 Badeau Place,4820,Australia,QLD,Research Assistant IV,Manufacturing,47,1,Mass Customer,8,0,1,6,5824.48,75.0,100.0,3
3337,Brendan,Aird,0,41,1976-10-28,6933 Leroy Parkway,4209,Australia,QLD,,Argiculture,58,4,Mass Customer,16,0,1,8,4608.000000000001,7.0,100.0,3
3338,Nata,Ozanne,1,53,1964-07-08,2 Homewood Center,2775,Australia,NSW,,Manufacturing,48,6,Mass Customer,10,0,1,3,1141.41,5.0,100.0,2
3339,Andrea,Rand,0,31,1986-05-08,38 Jackson Lane,3610,Australia,VIC,Programmer Analyst III,Health,76,3,Mass Customer,21,0,0,5,1119.9499999999998,39.0,100.0,2
3340,Torey,Beharrell,0,26,1991-09-29,322 Namekagon Trail,2107,Australia,NSW,Physical Therapy Assistant,,61,11,Mass Customer,2,0,0,6,2364.51,114.0,100.0,1
3341,Vitia,Crum,1,37,1980-08-05,411 Anthes Circle,2030,Australia,NSW,Help Desk Technician,Retail,19,12,Affluent Customer,6,0,1,4,921.6200000000003,50.0,100.0,2
3342,Henry,Phillps,0,32,1985-08-12,6956 Clyde Gallagher Park,2281,Australia,NSW,,Entertainment,51,9,Mass Customer,7,0,0,7,2820.79,101.0,100.0,3
3343,Cristabel,Bim,2,40,,12061 Rowland Alley,3228,Australia,VIC,Recruiter,IT,3,8,Mass Customer,10,0,1,5,1294.6600000000008,79.0,100.0,2
3344,Clerissa,Columbell,1,22,1995-02-14,21230 Tomscot Lane,2093,Australia,NSW,GIS Technical Architect,,66,12,Affluent Customer,1,0,1,7,3962.06,11.0,100.0,3
3345,Hersch,Gilkes,0,40,1977-06-23,7 Clemons Drive,4370,Australia,QLD,,Financial Services,83,2,High Net Worth,12,0,0,5,1367.0,32.0,100.0,2
3346,Nadya,Callaghan,1,26,1991-09-11,7353 Thierer Road,4300,Australia,QLD,Software Consultant,Financial Services,61,2,High Net Worth,3,0,0,3,1511.5699999999997,49.0,100.0,2
3347,Nichols,,0,32,1985-11-08,75 Logan Place,3071,Australia,VIC,Computer Systems Analyst II,Entertainment,99,10,High Net Worth,18,0,1,5,2978.0399999999995,108.0,100.0,1
3348,Amanda,Hazeltine,1,61,1956-11-08,8530 Darwin Street,2880,Australia,NSW,Pharmacist,Health,93,1,High Net Worth,6,0,1,3,1136.03,130.0,100.0,2
3349,Byram,Lamberts,0,36,1981-01-22,9 Brown Pass,3196,Australia,VIC,Director of Sales,Argiculture,11,9,Affluent Customer,9,0,0,5,2496.5099999999998,222.0,100.0,1
3350,Tam,Prestner,0,42,1975-05-29,736 Ohio Court,2200,Australia,NSW,Analog Circuit Design manager,Manufacturing,53,10,Affluent Customer,6,0,0,6,5796.16,39.0,100.0,3
3351,Chryste,Nornable,1,35,1982-04-13,17 Springs Center,4214,Australia,QLD,Accounting Assistant II,,13,7,Affluent Customer,15,0,0,6,3138.49,40.0,100.0,3
3352,Fredek,Lobley,0,23,1994-12-28,29863 Waxwing Court,3056,Australia,VIC,Human Resources Assistant IV,Manufacturing,14,5,Affluent Customer,1,0,0,6,2788.69,38.0,100.0,3
3353,Marina,Scorrer,1,23,1994-04-21,9229 Division Park,2205,Australia,NSW,Software Test Engineer II,,91,8,Mass Customer,1,0,1,7,2608.46,31.0,100.0,3
3354,Ollie,Restorick,0,39,1978-03-27,88 Morningstar Pass,3161,Australia,VIC,,Manufacturing,18,10,Mass Customer,11,0,1,2,1860.56,183.0,100.0,1
3355,Cherin,Thireau,1,27,1990-02-19,45 Talisman Pass,4102,Australia,QLD,Staff Accountant I,Manufacturing,50,4,Mass Customer,3,0,0,5,2464.6100000000006,1.0,100.0,3
3356,Dill,Bampford,0,58,1959-03-23,73 Burrows Court,3121,Australia,VIC,Safety Technician II,Financial Services,47,8,Mass Customer,6,0,1,5,2799.7000000000007,5.0,100.0,3
3357,Georgie,Henze,0,18,1999-02-01,5 Sachs Terrace,4207,Australia,QLD,Design Engineer,Manufacturing,25,4,Affluent Customer,4,0,0,4,1441.0,36.0,100.0,2
3358,Fairlie,McGavin,0,44,1973-09-17,2170 Schiller Alley,2160,Australia,NSW,Engineer I,Manufacturing,30,9,Affluent Customer,11,0,1,6,4447.21,38.0,100.0,3
3359,Duffy,Cotillard,0,26,1991-12-13,20 Alpine Circle,3181,Australia,VIC,Developer III,,82,7,Mass Customer,3,0,0,4,1120.87,98.0,100.0,2
3360,Joelie,Sherlaw,1,54,1963-03-23,435 Kennedy Circle,2173,Australia,NSW,Quality Engineer,Health,77,10,Affluent Customer,5,0,0,8,4179.51,58.0,100.0,3
3361,Riva,Yushin,1,49,1968-01-20,7330 Helena Pass,2176,Australia,NSW,General Manager,Property,68,9,Mass Customer,9,0,1,6,4752.700000000001,45.0,100.0,3
3362,Piotr,Saladin,0,46,1971-06-24,2 Lillian Alley,4154,Australia,QLD,VP Accounting,Financial Services,60,9,Affluent Customer,13,0,0,3,558.49,87.0,100.0,2
3363,Orson,Tythacott,0,17,2000-03-08,8 Village Street,4825,Australia,QLD,Electrical Engineer,Manufacturing,25,5,High Net Worth,3,0,1,6,1800.7200000000005,5.0,100.0,3
3364,Trueman,,0,24,1993-08-19,62551 Del Mar Avenue,2300,Australia,NSW,Engineer IV,Manufacturing,77,6,Mass Customer,3,0,1,5,3473.79,121.0,100.0,1
3365,Karlens,Chaffyn,2,40,,297 Kinsman Park,2766,Australia,NSW,Engineer III,IT,29,9,Mass Customer,10,0,0,6,4003.3600000000006,72.0,100.0,3
3366,Rickey,Gregolotti,0,42,1975-02-26,63493 Erie Place,2144,Australia,NSW,Technical Writer,Manufacturing,98,7,Mass Customer,14,0,1,4,2264.1,45.0,100.0,2
3367,Melisse,Massei,1,17,2000-12-05,3 Weeping Birch Plaza,3677,Australia,VIC,Librarian,Entertainment,75,2,Mass Customer,1,0,1,6,4779.07,83.0,100.0,3
3368,Tanya,Boddis,1,50,1967-07-17,2 Roxbury Place,2564,Australia,NSW,Technical Writer,Financial Services,7,8,Affluent Customer,16,0,0,5,3153.4800000000005,30.0,100.0,3
3369,Cathrin,Rosencrantz,1,40,1977-01-02,7234 Dawn Alley,4670,Australia,QLD,Research Associate,,90,1,Mass Customer,10,0,0,6,2672.2800000000007,77.0,100.0,3
3370,Brant,Follis,0,63,1954-01-22,01 Nevada Alley,2076,Australia,NSW,Data Coordiator,,8,12,High Net Worth,5,0,1,6,3779.55,43.0,100.0,3
3371,Josey,Alves,1,40,1977-10-30,805 Division Plaza,4165,Australia,QLD,Analyst Programmer,Retail,56,4,Mass Customer,17,0,0,9,4677.69,42.0,100.0,3
3372,Orazio,Wissby,0,63,1954-09-25,42554 Randy Road,2047,Australia,NSW,,Telecommunications,62,12,High Net Worth,15,0,0,6,2684.4700000000003,32.0,100.0,3
3373,Inna,Atack,1,26,1991-01-25,25460 Buell Avenue,2060,Australia,NSW,Research Associate,Health,19,10,Mass Customer,5,0,0,5,4048.460000000001,45.0,100.0,3
3374,Joann,Corrigan,1,58,1959-11-17,000 Boyd Center,2160,Australia,NSW,Sales Associate,Manufacturing,77,8,Mass Customer,12,0,1,4,5034.570000000001,2.0,100.0,3
3375,Thorsten,Gregon,0,24,1993-03-21,2782 Stephen Trail,2216,Australia,NSW,Accounting Assistant I,Financial Services,37,10,High Net Worth,6,0,1,8,4285.9400000000005,13.0,100.0,3
3376,Amity,Widdall,1,35,1982-10-20,7 Charing Cross Hill,2121,Australia,NSW,,Manufacturing,74,9,Mass Customer,16,0,0,5,2173.36,94.0,100.0,2
3377,Jamal,MacRury,0,29,1988-06-23,08 Arapahoe Alley,4213,Australia,QLD,,Manufacturing,12,9,Mass Customer,7,0,1,7,3395.35,78.0,100.0,3
3378,Ina,Habershaw,1,55,1962-02-17,158 Utah Court,3082,Australia,VIC,,Financial Services,17,8,Affluent Customer,14,0,0,4,3399.0200000000004,56.0,100.0,2
3379,Elysee,Spurr,1,18,1999-04-30,00 Magdeline Way,3146,Australia,VIC,Food Chemist,Health,51,11,Mass Customer,2,0,1,6,5599.08,21.0,100.0,3
3380,Abe,Ealam,0,62,1955-01-09,2 Roxbury Pass,3977,Australia,VIC,Speech Pathologist,Manufacturing,41,5,High Net Worth,14,0,1,5,2793.8100000000004,64.0,100.0,2
3381,Bruce,Lackie,0,24,1993-11-20,602 Haas Drive,3799,Australia,VIC,Computer Systems Analyst IV,,26,3,Mass Customer,4,0,0,5,4829.4,196.0,100.0,1
3382,Burk,Walczak,0,40,1977-12-17,40 Sauthoff Circle,3129,Australia,VIC,Business Systems Development Analyst,,90,10,High Net Worth,10,0,0,10,4222.77,20.0,100.0,3
3383,Dane,Swansbury,0,35,1982-04-05,48 Rockefeller Court,3786,Australia,VIC,Financial Analyst,Financial Services,47,8,Affluent Customer,10,0,1,5,4177.32,30.0,100.0,3
3384,Wesley,Nichols,0,21,1996-03-05,59504 Drewry Park,4061,Australia,QLD,,,11,8,Mass Customer,6,0,0,5,2050.6600000000003,248.0,100.0,1
3385,Ronda,,1,42,1975-02-10,31 Dovetail Trail,2088,Australia,NSW,Systems Administrator III,Argiculture,23,9,Mass Customer,9,0,0,3,1175.5399999999995,55.0,100.0,2
3386,Cliff,Nolin,0,18,1999-07-28,367 Talmadge Way,2705,Australia,NSW,Structural Engineer,IT,24,1,High Net Worth,2,0,1,4,2522.69,8.0,100.0,2
3387,Shel,Duke,1,41,1976-07-05,513 Hauk Street,2261,Australia,NSW,General Manager,Manufacturing,19,9,Affluent Customer,15,0,1,8,5318.6900000000005,83.0,100.0,3
3388,Urbanus,Pichan,0,31,1986-10-25,72728 Ruskin Way,2291,Australia,NSW,VP Marketing,Retail,81,6,Mass Customer,7,0,0,7,3318.49,104.0,100.0,3
3389,Margo,Saltmarshe,1,45,1972-06-01,024 Onsgard Alley,3134,Australia,VIC,Programmer II,,27,9,Affluent Customer,19,0,0,6,4462.32,55.0,100.0,3
3390,Fayth,Baudins,1,48,1969-01-27,10097 Hooker Way,3196,Australia,VIC,,,20,8,High Net Worth,7,0,0,4,2408.28,19.0,100.0,2
3391,Terrel,Kreuzer,0,26,1991-06-23,312 Swallow Place,3021,Australia,VIC,,Manufacturing,93,7,Mass Customer,7,0,0,5,2201.58,20.0,100.0,2
3392,Brock,Ride,0,41,1976-12-12,28 Superior Center,2131,Australia,NSW,Tax Accountant,Financial Services,41,11,Mass Customer,10,0,0,1,114.93,75.0,100.0,2
3393,Henrietta,Olexa,1,63,1954-02-21,0 Weeping Birch Plaza,2093,Australia,NSW,Technical Writer,Retail,23,12,Mass Customer,7,0,1,5,2095.7699999999995,3.0,100.0,2
3394,Barde,Spoward,0,43,1974-06-26,06 Northwestern Center,2019,Australia,NSW,Environmental Specialist,Health,39,10,Mass Customer,22,0,0,5,4073.2,20.0,100.0,3
3395,Sigmund,Fishbourn,0,24,1993-04-19,01716 2nd Terrace,3174,Australia,VIC,,Financial Services,76,8,Mass Customer,3,0,0,7,2586.8499999999995,10.0,100.0,3
3396,Arin,Nappin,0,57,1960-06-28,0162 Grim Circle,2191,Australia,NSW,Research Assistant I,Manufacturing,18,10,Mass Customer,9,0,1,2,119.73000000000002,72.0,100.0,2
3397,Melisande,,1,32,1985-08-19,7 Eggendart Hill,4055,Australia,QLD,Product Engineer,IT,70,8,Mass Customer,11,0,0,2,808.8499999999999,90.0,100.0,2
3398,Alberik,Looks,0,46,1971-07-01,375 Luster Parkway,2147,Australia,NSW,,,69,9,High Net Worth,7,0,1,5,2666.060000000001,66.0,100.0,2
3399,Hillyer,Biddulph,0,21,1996-05-10,2 Monterey Terrace,2120,Australia,NSW,VP Accounting,Financial Services,95,9,Mass Customer,2,0,0,4,3084.76,38.0,100.0,2
3400,Brenna,Childes,1,30,1987-06-25,851 Meadow Valley Place,3205,Australia,VIC,Sales Associate,Financial Services,46,10,Mass Customer,18,0,1,4,1402.9,27.0,100.0,2
3401,Cristie,,1,24,1993-07-28,6851 Orin Parkway,2142,Australia,NSW,Tax Accountant,Telecommunications,92,10,Mass Customer,4,0,1,6,3847.02,67.0,100.0,3
3402,Krystyna,Scadden,1,32,1985-05-04,73 Glacier Hill Drive,2880,Australia,NSW,Statistician II,Retail,73,1,Mass Customer,10,0,0,9,6036.1900000000005,13.0,100.0,3
3403,Jessalyn,Zoellner,1,23,1994-05-14,59364 Huxley Drive,3028,Australia,VIC,Senior Financial Analyst,Financial Services,27,5,Mass Customer,2,0,1,4,3253.38,134.0,100.0,1
3404,Thomasine,McCloch,1,44,1973-08-01,91 Charing Cross Way,2100,Australia,NSW,GIS Technical Architect,Property,2,11,Affluent Customer,22,0,0,5,2430.52,52.0,80.0,2
3405,Gavra,Robez,1,21,1996-08-18,80269 Southridge Park,4014,Australia,QLD,Project Manager,Financial Services,89,6,Mass Customer,3,0,1,9,6167.710000000001,53.0,100.0,3
3406,Lucy,Lackmann,1,38,1979-04-28,5 Northland Plaza,2096,Australia,NSW,Business Systems Development Analyst,IT,35,9,Mass Customer,10,0,1,10,5463.640000000001,47.0,100.0,3
3407,Marven,Ditts,0,56,1961-10-08,02181 Starling Trail,3015,Australia,VIC,Cost Accountant,Financial Services,53,10,High Net Worth,19,0,1,7,3471.07,19.0,100.0,3
3408,Becka,Bysaker,1,45,1972-07-11,097 Gulseth Lane,4178,Australia,QLD,Tax Accountant,Manufacturing,10,8,Mass Customer,18,0,0,5,1355.2399999999998,23.0,100.0,2
3409,Abbey,Nellen,1,40,1977-04-29,0 Ronald Regan Way,4870,Australia,QLD,Desktop Support Technician,Argiculture,75,1,Mass Customer,16,0,0,7,3009.3,74.0,100.0,3
3410,Merrili,Brittin,1,77,1940-09-22,1351 Lunder Road,2049,Australia,NSW,,Property,93,10,Mass Customer,16,0,0,3,1731.84,242.0,100.0,1
3411,Alena,Hannis,1,37,1980-01-04,7181 Dakota Trail,3029,Australia,VIC,Physical Therapy Assistant,,68,5,Mass Customer,20,0,1,7,5772.78,31.0,100.0,3
3412,Almira,Ethelstone,1,44,1973-08-18,5767 Thierer Road,2217,Australia,NSW,Office Assistant IV,,66,8,Mass Customer,7,0,1,3,1834.4700000000005,45.0,100.0,2
3413,Zulema,Cristofolo,1,20,1997-10-15,687 Almo Crossing,2160,Australia,NSW,VP Accounting,Financial Services,93,10,Mass Customer,3,0,0,4,4076.18,26.0,100.0,3
3414,Winnifred,Zima,1,51,1966-02-25,31414 Superior Park,2539,Australia,NSW,Software Consultant,,46,7,Affluent Customer,10,0,1,3,1734.6000000000004,163.0,100.0,1
3415,Alberik,Kelsey,0,54,1963-01-17,1 Village Green Circle,2285,Australia,NSW,Quality Engineer,Property,43,7,High Net Worth,11,0,1,5,4593.82,103.0,100.0,3
3416,Evanne,Bentote,1,41,1976-01-18,2 Starling Pass,3155,Australia,VIC,,Manufacturing,6,7,Mass Customer,11,0,1,3,1207.08,123.0,100.0,2
3417,Deedee,Coxall,1,44,1973-02-18,182 Thierer Pass,3131,Australia,VIC,Social Worker,Health,91,12,Mass Customer,7,0,0,8,3975.14,96.0,100.0,3
3418,Felipa,Paddingdon,1,58,1959-12-31,7 Barnett Road,2713,Australia,NSW,Systems Administrator IV,Health,18,1,High Net Worth,19,0,0,5,2033.01,91.0,100.0,2
3419,Felipa,Guslon,1,44,1973-07-09,33792 Burrows Plaza,4125,Australia,QLD,Information Systems Manager,,13,7,Mass Customer,18,0,1,3,2591.33,6.0,100.0,2
3420,Norby,Elion,0,37,1980-09-10,00283 Loftsgordon Center,4118,Australia,QLD,Financial Advisor,Financial Services,96,5,Mass Customer,19,0,1,11,6808.18,6.0,100.0,3
3421,Ronalda,McGeechan,1,55,1962-12-17,8 Garrison Trail,2226,Australia,NSW,Computer Systems Analyst II,Health,60,10,Affluent Customer,18,0,1,9,4255.890000000001,29.0,100.0,3
3422,Lucine,Virgin,1,39,1978-05-06,618 Chinook Way,2155,Australia,NSW,Professor,Manufacturing,38,10,Mass Customer,5,0,0,5,2127.6399999999994,33.0,100.0,2
3423,Griselda,Bezants,1,18,1999-12-27,9 Ronald Regan Center,3094,Australia,VIC,Registered Nurse,Health,57,9,Affluent Customer,1,0,0,4,751.3200000000002,78.0,100.0,2
3424,Vale,Whittuck,1,40,1977-02-28,40047 Twin Pines Parkway,3806,Australia,VIC,Automation Specialist III,Manufacturing,39,8,Affluent Customer,11,0,1,2,2056.27,154.0,100.0,1
3425,Alister,De la Yglesia,0,31,1986-04-05,5 Anhalt Court,3122,Australia,VIC,GIS Technical Architect,Manufacturing,32,7,Mass Customer,12,0,1,6,3350.1400000000003,19.0,100.0,3
