first_name,last_name,gender,age,DOB,address,postcode,country,state,job_title,job_industry_category,past_3_years_bike_related_purchases,property_valuation,wealth_segment,tenure,deceased_indicator,owns_car
Cordi,Thornton,1,44,1973-01-04,2978 Mccormick Center,2028,Australia,NSW,Structural Engineer,Telecommunications,47,10,Mass Customer,11,0,0
Debbie,Tillman,1,27,1990-07-06,527 Jay Trail,4551,Australia,QLD,Account Coordinator,Manufacturing,3,8,High Net Worth,13,0,1
Judie,Pirkis,1,22,1995-07-18,6 Loftsgordon Pass,2111,Australia,NSW,Recruiter,,2,11,Affluent Customer,4,0,1
Flin,Yoskowitz,0,22,1995-12-17,9940 Manley Drive,2574,Australia,NSW,Registered Nurse,Health,9,7,Mass Customer,11,0,1
Noel,Sturch,1,66,1951-10-28,0736 West Crossing,3585,Australia,VIC,Environmental Specialist,Health,26,1,Mass Customer,10,0,0
Letizia,Poore,1,79,1938-08-30,95796 Mcbride Drive,3677,Australia,VIC,Web Developer II,Manufacturing,27,3,Affluent Customer,15,0,0
Raynard,,0,21,1996-04-13,20187 Loomis Court,4132,Australia,QLD,Statistician III,Health,32,6,Affluent Customer,14,0,0
Kiley,Grunder,0,23,1994-04-17,17393 Colorado Hill,4006,Australia,QLD,Cost Accountant,Financial Services,95,8,Affluent Customer,1,0,1
Ethelred,Sissel,0,43,1974-12-25,65 Rutledge Parkway,2539,Australia,NSW,Programmer Analyst IV,Health,83,8,High Net Worth,18,0,0
Dena,Pabst,1,30,1987-04-20,02023 Loeprich Drive,3037,Australia,VIC,Account Executive,Manufacturing,39,7,High Net Worth,17,0,1
Wyndham,Woolford,0,38,1979-10-22,9107 Pine View Plaza,3977,Australia,VIC,Engineer IV,Manufacturing,1,6,Mass Customer,10,0,0
Rochette,Haddacks,1,21,1996-05-10,822 Di Loreto Junction,3020,Australia,VIC,Tax Accountant,Retail,44,8,Affluent Customer,13,0,1
Jamal,Dudgeon,0,52,1965-02-09,2712 Namekagon Crossing,3029,Australia,VIC,Mechanical Systems Engineer,Financial Services,83,5,Mass Customer,7,0,0
Levin,Coxen,0,62,1955-10-22,32 Hazelcrest Court,2753,Australia,NSW,Accountant I,Property,13,8,Mass Customer,20,0,0
Marinna,Kauschke,1,44,1973-03-15,9 Forster Circle,3174,Australia,VIC,Sales Associate,Financial Services,21,3,Affluent Customer,8,0,1
Kyle,Michie,1,59,1958-07-19,07226 Anzinger Avenue,3032,Australia,VIC,Nurse Practicioner,,6,8,Mass Customer,10,0,1
Lanie,Cobbold,0,39,1978-12-31,936 Porter Lane,2323,Australia,NSW,Senior Sales Associate,,57,5,Mass Customer,9,0,1
Gilbert,O'Fallone,0,23,1994-11-07,6 Havey Pass,2126,Australia,NSW,Assistant Media Planner,Entertainment,29,11,High Net Worth,1,0,0
Gerianne,Kaysor,2,45,,882 Toban Lane,2121,Australia,NSW,Project Manager,IT,15,11,Affluent Customer,5,0,0
Esther,McOnie,1,78,1939-05-26,844 Forster Place,2096,Australia,NSW,Legal Assistant,,59,12,Mass Customer,14,0,0
Chaim,Kingdon,0,21,1996-01-21,42590 Bellgrove Court,2097,Australia,NSW,Compensation Analyst,Financial Services,63,9,Affluent Customer,15,0,1
Anson,Dearnaly,0,20,1997-06-29,6060 Veith Crossing,2103,Australia,NSW,Data Coordiator,Health,68,11,Affluent Customer,11,0,1
Caitrin,Critten,1,44,1973-01-29,25 Lakeland Point,4113,Australia,QLD,Director of Sales,Manufacturing,45,7,Mass Customer,10,0,1
Garreth,Minett,0,56,1961-05-23,21667 Randy Crossing,3163,Australia,VIC,Physical Therapy Assistant,,93,7,Affluent Customer,10,0,1
Rozamond,Sommer,1,51,1966-09-19,608 Dapin Court,3129,Australia,VIC,Operator,IT,27,10,Affluent Customer,12,0,1
Annabell,Downer,1,62,1955-11-25,8738 Lukken Terrace,2763,Australia,NSW,Budget/Accounting Analyst II,,33,9,Affluent Customer,20,0,0
Maximilian,Geffen,0,62,1955-07-13,8634 Wayridge Pass,2750,Australia,NSW,Automation Specialist III,Manufacturing,96,8,Mass Customer,20,0,1
Ajay,Worham,1,38,1979-09-30,5 Homewood Road,2800,Australia,NSW,Computer Systems Analyst I,Manufacturing,80,6,Mass Customer,12,0,1
Jamison,Cashin,0,47,1970-05-19,7 Dunning Avenue,2477,Australia,NSW,VP Product Management,Health,70,8,Mass Customer,5,0,1
Dorian,Emery,1,19,1998-08-24,67 Beilfuss Plaza,2168,Australia,NSW,Professor,Manufacturing,94,8,Mass Customer,9,0,1
Nicol,Swinford,0,41,1976-12-07,976 Roxbury Alley,4157,Australia,QLD,VP Marketing,Property,65,7,High Net Worth,16,0,0
Agna,Cowpe,1,48,1969-03-05,2 Main Lane,4114,Australia,QLD,,Property,88,3,Mass Customer,7,0,1
Nev,Prosh,0,67,1950-05-08,6115 Forest Crossing,2148,Australia,NSW,Environmental Tech,Health,29,8,Affluent Customer,17,0,1
Lucius,Hatchell,0,66,1951-03-19,432 Ronald Regan Court,3782,Australia,VIC,Media Manager II,Retail,37,8,Mass Customer,14,0,1
Francisca,Pottage,1,60,1957-06-10,8600 Forster Lane,2177,Australia,NSW,Software Engineer II,IT,63,9,Mass Customer,8,0,0
Farlie,Brookz,0,54,1963-07-31,6692 Independence Way,2070,Australia,NSW,Administrative Assistant I,Health,62,12,Mass Customer,6,0,1
Mariette,,1,61,1956-07-05,770 Farmco Point,2049,Australia,NSW,Programmer II,Property,47,11,Affluent Customer,17,0,1
Beverlee,Ungerechts,1,44,1973-10-03,602 Toban Center,4020,Australia,QLD,Civil Engineer,Manufacturing,49,7,Mass Customer,8,0,0
Nanni,Girodias,1,58,1959-01-08,74 Shopko Pass,2161,Australia,NSW,,Retail,61,9,High Net Worth,16,0,0
Delcina,Hursey,1,49,1968-12-26,804 Washington Point,4132,Australia,QLD,,Financial Services,22,4,Mass Customer,7,0,1
Lek,Pimblett,0,62,1955-09-29,97 Merrick Center,2460,Australia,NSW,Product Engineer,Financial Services,88,2,Mass Customer,6,0,1
Kellyann,Adshad,1,77,1940-06-07,29 Tennyson Alley,2161,Australia,NSW,,,62,9,Mass Customer,22,0,1
Ewell,Paulusch,0,19,1998-01-15,8194 Lien Street,4032,Australia,QLD,Engineer I,Manufacturing,31,7,Mass Customer,8,0,1
Madison,Lars,0,50,1967-01-19,9503 New Castle Street,4500,Australia,QLD,Health Coach III,Health,11,9,Mass Customer,19,0,0
Ardis,Taree,1,57,1960-04-12,0 Emmet Trail,4128,Australia,QLD,Chemical Engineer,Manufacturing,97,9,Affluent Customer,5,0,1
Wheeler,Godsil,0,24,1993-09-20,7 Spaight Drive,2147,Australia,NSW,Geologist IV,Manufacturing,51,9,Affluent Customer,6,0,1
Marissa,O'Scandall,1,44,1973-07-13,45000 Randy Court,3199,Australia,VIC,,,17,7,Affluent Customer,7,0,1
Terrel,Keynd,0,56,1961-04-20,65 David Pass,4221,Australia,QLD,Junior Executive,Manufacturing,30,7,Mass Customer,9,0,0
Augie,Swallwell,0,78,1939-08-22,7 Golden Leaf Avenue,2400,Australia,NSW,,Property,42,2,Affluent Customer,13,0,1
Dillon,Bannister,0,72,1945-12-24,43 Dayton Drive,2062,Australia,NSW,Tax Accountant,,7,9,Mass Customer,11,0,0
Osbourn,Gherardini,0,30,1987-05-01,5 Dryden Road,2782,Australia,NSW,,,43,7,High Net Worth,16,0,1
Lissa,Gawn,1,55,1962-09-21,14183 Iowa Center,4503,Australia,QLD,Legal Assistant,Health,86,5,Mass Customer,17,0,1
Leisha,McConway,1,42,1975-10-31,95 Del Mar Court,3175,Australia,VIC,Payment Adjustment Coordinator,Financial Services,3,8,Mass Customer,13,0,1
Kearney,Cuddehy,0,20,1997-05-18,98 Shoshone Road,4207,Australia,QLD,Marketing Assistant,Retail,88,6,Mass Customer,12,0,0
Shellysheldon,Bichard,0,63,1954-01-06,7199 Springview Parkway,4503,Australia,QLD,Desktop Support Technician,Financial Services,96,5,Mass Customer,16,0,1
Reinhard,Oscroft,0,67,1950-03-18,045 Magdeline Court,3690,Australia,VIC,Pharmacist,Health,23,1,High Net Worth,18,0,0
Menard,Venmore,0,39,1978-04-04,5 Hoard Trail,2197,Australia,NSW,Assistant Professor,Retail,97,10,High Net Worth,8,0,0
Andree,Breeds,1,63,1954-10-19,93 Scofield Pass,3152,Australia,VIC,Senior Editor,Financial Services,31,6,Affluent Customer,11,0,1
Kata,Harrop,1,67,1950-05-04,2 Ridgeway Avenue,2196,Australia,NSW,,Retail,70,10,Affluent Customer,13,0,1
Pierrette,Gummie,1,51,1966-08-04,29 Maple Trail,3143,Australia,VIC,Statistician II,Retail,18,8,Affluent Customer,14,0,0
Nady,Withinshaw,1,49,1968-02-17,7 Brentwood Circle,4000,Australia,QLD,Database Administrator III,,96,7,High Net Worth,8,0,0
Demott,Mullaly,0,35,1982-12-15,28 Hazelcrest Drive,2525,Australia,NSW,Help Desk Operator,Property,42,8,Mass Customer,13,0,0
Wendye,Kleinplatz,1,21,1996-05-28,01 Reindahl Circle,4132,Australia,QLD,Executive Secretary,Manufacturing,48,3,Affluent Customer,14,0,0
Irvin,Bevans,0,55,1962-07-12,5880 Hauk Street,2046,Australia,NSW,Payment Adjustment Coordinator,Manufacturing,82,11,Mass Customer,12,0,0
Madella,Marquiss,1,41,1976-10-08,0 Larry Park,3175,Australia,VIC,VP Marketing,,51,8,Affluent Customer,18,0,0
Austine,Speedy,1,77,1940-05-23,69 Sunfield Terrace,2558,Australia,NSW,Software Engineer II,Argiculture,38,8,High Net Worth,14,0,1
Wolf,Craft,0,22,1995-07-19,7513 Swallow Drive,2148,Australia,NSW,Database Administrator III,Retail,93,9,Affluent Customer,5,0,1
Aldin,Newsome,0,36,1981-07-06,058 Morningstar Center,2127,Australia,NSW,Financial Analyst,Financial Services,24,9,Mass Customer,17,0,0
Sindee,Jasik,1,75,1942-10-21,0689 Melby Park,4030,Australia,QLD,Social Worker,Health,18,9,Mass Customer,15,0,1
Truman,Arlett,0,59,1958-06-25,3 Spohn Circle,2477,Australia,NSW,Technical Writer,Manufacturing,58,5,High Net Worth,16,0,1
Gordon,Rewan,0,29,1988-01-07,91 Calypso Trail,2750,Australia,NSW,Chief Design Engineer,,42,8,Mass Customer,5,0,0
Israel,Brough,0,41,1976-10-29,43863 Victoria Lane,2281,Australia,NSW,,,29,7,Mass Customer,8,0,1
Leticia,Hovenden,1,20,1997-04-03,54782 Lake View Parkway,3178,Australia,VIC,Mechanical Systems Engineer,Retail,98,9,Mass Customer,1,0,1
Caritta,Compston,1,59,1958-04-25,48971 Marquette Point,3976,Australia,VIC,Geological Engineer,Manufacturing,86,5,Mass Customer,17,0,1
Annabelle,Hanwell,1,66,1951-11-28,99 Sherman Parkway,3083,Australia,VIC,Professor,Manufacturing,11,12,High Net Worth,15,0,1
Darryl,Hovee,1,73,1944-04-28,381 Emmet Terrace,2047,Australia,NSW,Professor,Financial Services,2,12,Mass Customer,19,0,1
Orly,Nesbitt,1,32,1985-03-25,7 Beilfuss Road,3163,Australia,VIC,Analyst Programmer,Manufacturing,6,6,High Net Worth,14,0,1
Margette,Gibard,1,75,1942-07-06,37068 Montana Street,2011,Australia,NSW,,Manufacturing,34,7,Affluent Customer,9,0,1
Nicol,Bertot,1,40,1977-09-11,7 Elgar Hill,3060,Australia,VIC,Financial Advisor,Financial Services,25,5,Affluent Customer,18,0,1
Nobe,Trowsdale,0,49,1968-07-12,36506 Bartillon Point,3816,Australia,VIC,Community Outreach Specialist,Financial Services,12,3,Mass Customer,16,0,0
Stephen,Tittershill,0,26,1991-12-21,8 Scott Drive,3150,Australia,VIC,Nurse Practicioner,Financial Services,73,11,High Net Worth,6,0,0
Giselbert,Pickring,0,58,1959-07-28,653 2nd Park,2766,Australia,NSW,Tax Accountant,Manufacturing,94,8,Affluent Customer,20,0,1
Shane,Diss,1,37,1980-10-29,22 Shelley Plaza,3198,Australia,VIC,,Financial Services,50,8,High Net Worth,16,0,1
Lisette,Davers,1,77,1940-10-26,504 Stuart Pass,2130,Australia,NSW,Developer III,Health,59,11,High Net Worth,17,0,0
Chicky,Sinclar,2,45,,5 Red Cloud Place,3222,Australia,VIC,Operator,IT,43,4,High Net Worth,0,0,1
Kippar,Whyatt,0,57,1960-01-21,264 Valley Edge Pass,2259,Australia,NSW,,Property,13,7,Mass Customer,10,0,0
Xenia,Maleck,1,57,1960-02-14,5 Southridge Hill,3029,Australia,VIC,VP Product Management,Telecommunications,41,7,Mass Customer,12,0,0
Essie,Withur,1,76,1941-02-26,539 Graceland Pass,3444,Australia,VIC,Director of Sales,Financial Services,42,7,High Net Worth,19,0,0
Cecil,Gant,0,41,1976-07-16,22435 Barnett Court,2145,Australia,NSW,,,52,8,High Net Worth,9,0,1
Lillis,Eshmade,1,43,1974-10-12,46057 Harbort Hill,4304,Australia,QLD,Structural Analysis Engineer,Financial Services,50,2,Mass Customer,22,0,1
Ted,Izacenko,0,58,1959-08-01,2 Shasta Place,3130,Australia,VIC,Librarian,Entertainment,3,10,High Net Worth,9,0,0
Nixie,Shoesmith,1,61,1956-12-04,77608 Donald Center,4516,Australia,QLD,Junior Executive,Retail,45,6,Affluent Customer,12,0,0
Briana,Trill,1,73,1944-03-18,0433 La Follette Road,2137,Australia,NSW,Health Coach III,Health,5,11,High Net Worth,11,0,0
Cobbie,Bruyett,0,61,1956-03-19,8593 Prairie Rose Way,2500,Australia,NSW,Associate Professor,,20,8,Mass Customer,20,0,1
Wrennie,Dwelly,1,77,1940-03-11,179 Carey Terrace,3020,Australia,VIC,Operator,Manufacturing,23,9,Mass Customer,18,0,0
Sibylla,Kibble,1,55,1962-08-05,3 Ruskin Hill,2122,Australia,NSW,Pharmacist,Health,73,9,High Net Worth,12,0,0
Kariotta,Naper,1,65,1952-04-07,87 Crescent Oaks Alley,2756,Australia,NSW,VP Sales,Health,8,10,Mass Customer,21,0,0
Wylie,Huntingdon,0,51,1966-08-11,08822 Duke Road,2763,Australia,NSW,VP Quality Control,Financial Services,99,8,Mass Customer,15,0,0
Lizbeth,Garvan,1,21,1996-09-06,5 Schurz Street,2141,Australia,NSW,Structural Analysis Engineer,Health,36,9,Mass Customer,4,0,0
Averil,Ackery,0,47,1970-09-09,344 Darwin Junction,2093,Australia,NSW,Sales Representative,Retail,93,12,Mass Customer,7,0,1
Myrtie,Ostrich,1,21,1996-06-18,320 Acker Drive,2251,Australia,NSW,VP Quality Control,Property,70,7,Affluent Customer,9,0,1
Ross,Vidgen,0,70,1947-12-28,2874 Bay Hill,4032,Australia,QLD,VP Sales,Retail,17,9,Affluent Customer,12,0,0
Sibby,Skinner,1,36,1981-05-05,3 Sunbrook Alley,4178,Australia,QLD,Accountant IV,Manufacturing,25,7,Mass Customer,12,0,1
Selle,Casper,1,39,1978-03-27,34 Jay Hill,2880,Australia,NSW,Social Worker,Health,98,1,Mass Customer,10,0,1
Andrew,Froment,0,40,1977-07-19,78 Bluestem Road,3860,Australia,VIC,Office Assistant IV,Retail,58,2,High Net Worth,7,0,0
Maurizia,Ritmeyer,1,37,1980-04-09,0 Express Lane,2142,Australia,NSW,Teacher,Entertainment,95,6,Mass Customer,3,0,1
Keenan,Moriarty,0,23,1994-12-23,077 Hansons Point,4075,Australia,QLD,Actuary,Financial Services,67,8,Mass Customer,2,0,1
Davide,Senten,0,76,1941-02-23,23737 Bartillon Street,2171,Australia,NSW,Accounting Assistant II,Manufacturing,22,9,Mass Customer,11,0,0
Renie,Fiveash,1,25,1992-10-10,2 Anniversary Trail,4508,Australia,QLD,Occupational Therapist,Health,92,4,High Net Worth,16,0,0
Willard,Booton,0,79,1938-09-02,05 Ronald Regan Alley,2121,Australia,NSW,,Health,69,9,High Net Worth,7,0,1
Debby,Balmadier,1,25,1992-06-24,738 Spaight Drive,3216,Australia,VIC,Administrative Assistant II,Financial Services,53,8,Affluent Customer,5,0,1
Rockie,MacKibbon,0,39,1978-04-20,8 Bunker Hill Court,2298,Australia,NSW,,,42,8,Mass Customer,13,0,1
Harvey,Dwelley,0,44,1973-08-30,59846 2nd Pass,2077,Australia,NSW,Help Desk Technician,Financial Services,70,9,Affluent Customer,18,0,0
Patrice,Pariss,0,63,1954-06-15,3745 Thierer Trail,4078,Australia,QLD,VP Accounting,Financial Services,96,5,Mass Customer,9,0,0
Arman,Yakubov,0,40,1977-10-07,11121 Jackson Crossing,2323,Australia,NSW,VP Quality Control,Property,68,4,High Net Worth,17,0,1
Gardiner,Gypps,0,26,1991-06-01,1 Elgar Alley,2166,Australia,NSW,VP Product Management,Retail,91,9,Mass Customer,13,0,1
Cathleen,Le Teve,1,67,1950-11-06,32834 Caliangt Way,4211,Australia,QLD,Recruiting Manager,,75,3,High Net Worth,18,0,0
Thaddus,Joder,0,60,1957-12-10,27185 Fisk Drive,2290,Australia,NSW,,Manufacturing,31,8,Mass Customer,7,0,0
Josepha,Clamp,1,56,1961-11-03,2 Harper Junction,2069,Australia,NSW,Marketing Manager,,12,12,High Net Worth,12,0,0
Jillane,Simion,1,43,1974-07-03,7 Caliangt Street,4209,Australia,QLD,VP Marketing,Manufacturing,8,3,High Net Worth,7,0,0
Lynnell,Shoesmith,1,36,1981-01-29,5331 Ilene Parkway,2560,Australia,NSW,Occupational Therapist,Health,44,8,High Net Worth,7,0,1
Mandie,MacAdie,1,43,1974-12-25,1009 Roxbury Point,2110,Australia,NSW,Chief Design Engineer,Telecommunications,39,11,High Net Worth,13,0,0
Ferdinand,Billie,0,52,1965-09-04,660 Carey Avenue,2759,Australia,NSW,Chemical Engineer,Manufacturing,97,8,Mass Customer,6,0,0
Suzy,Bussens,1,44,1973-04-29,25 Oneill Alley,4102,Australia,QLD,,Financial Services,44,9,Mass Customer,13,0,0
Emeline,Vezey,1,64,1953-08-07,2 Golden Leaf Parkway,3759,Australia,VIC,Dental Hygienist,Health,37,7,Affluent Customer,19,0,1
Cissiee,Baylis,1,66,1951-07-22,18 Dottie Park,2230,Australia,NSW,Cost Accountant,Financial Services,99,11,High Net Worth,16,0,0
Roldan,Raybould,0,42,1975-11-18,85 Badeau Pass,3158,Australia,VIC,Actuary,Financial Services,27,8,Mass Customer,11,0,0
Barth,Weare,0,71,1946-08-22,784 Lotheville Court,2541,Australia,NSW,Clinical Specialist,Health,18,5,Mass Customer,8,0,1
Alta,Pithcock,1,18,1999-11-18,57568 Northview Junction,2141,Australia,NSW,GIS Technical Architect,Financial Services,64,7,Mass Customer,2,0,0
Marc,Keunemann,0,45,1972-09-04,283 Golf View Lane,2747,Australia,NSW,Dental Hygienist,Health,57,8,Affluent Customer,14,0,1
Bertine,Smalles,1,34,1983-12-10,7 Johnson Hill,3028,Australia,VIC,VP Quality Control,Financial Services,85,8,Mass Customer,9,0,1
Wilbert,O'Loughnan,0,34,1983-05-18,22580 Doe Crossing Drive,4055,Australia,QLD,Paralegal,Financial Services,14,9,Mass Customer,6,0,1
Seymour,Fellibrand,0,46,1971-10-11,96081 Lakewood Hill,4650,Australia,QLD,Structural Analysis Engineer,,28,2,Affluent Customer,18,0,1
Miran,Runchman,1,42,1975-07-09,6634 Old Gate Parkway,4304,Australia,QLD,Nurse,Retail,47,3,Mass Customer,17,0,0
Dorotea,Fenwick,1,67,1950-10-12,72 Lukken Crossing,2016,Australia,NSW,Nurse,Financial Services,74,11,High Net Worth,12,0,0
Jenny,Massy,1,54,1963-10-16,6 Meadow Ridge Pass,2470,Australia,NSW,Project Manager,Telecommunications,82,2,Mass Customer,10,0,1
Hyman,Petrolli,0,52,1965-09-09,290 Menomonie Circle,3782,Australia,VIC,Senior Sales Associate,,8,7,Affluent Customer,4,0,1
Beatrix,McGivena,1,51,1966-10-18,6 Sutherland Parkway,4879,Australia,QLD,Assistant Manager,Health,26,10,Mass Customer,9,0,1
Nalani,Hallad,1,18,1999-11-30,1 Oriole Crossing,3184,Australia,VIC,Environmental Specialist,Health,15,9,Affluent Customer,9,0,1
Inglebert,Butland,0,51,1966-01-30,51837 Canary Center,2114,Australia,NSW,Actuary,Financial Services,71,9,Mass Customer,7,0,1
Brendis,Pineaux,0,39,1978-01-15,43030 Carberry Way,2560,Australia,NSW,Mechanical Systems Engineer,Manufacturing,12,4,Mass Customer,5,0,0
Jaimie,Lancastle,0,45,1972-10-23,0 Bay Drive,2750,Australia,NSW,VP Marketing,,71,8,Mass Customer,5,0,1
Glendon,Malham,0,52,1965-08-21,6 Anzinger Pass,3030,Australia,VIC,Web Designer I,Manufacturing,36,6,Mass Customer,17,0,0
Morganica,Bentke,1,40,1977-01-03,19453 Ramsey Point,3067,Australia,VIC,Marketing Assistant,IT,40,11,Affluent Customer,21,0,1
Calida,Schaben,1,48,1969-03-06,1861 Chive Court,2199,Australia,NSW,Recruiting Manager,,54,9,Mass Customer,10,0,1
Hallsy,Voysey,0,47,1970-03-11,9 Westerfield Point,3437,Australia,VIC,Business Systems Development Analyst,,83,9,Mass Customer,16,0,0
Lanny,Currall,0,20,1997-10-23,3 Redwing Center,2209,Australia,NSW,Developer IV,,37,10,High Net Worth,9,0,1
Son,Varney,0,24,1993-11-02,189 Bayside Court,2480,Australia,NSW,Analog Circuit Design manager,Property,75,7,Mass Customer,10,0,1
Bartram,Caltun,0,61,1956-09-15,174 Farwell Point,2121,Australia,NSW,Internal Auditor,Health,28,11,Affluent Customer,12,0,1
Halette,Borsi,1,56,1961-12-10,356 Pennsylvania Point,2128,Australia,NSW,Research Nurse,Health,60,9,Affluent Customer,16,0,1
Killie,Densie,0,20,1997-03-28,62 Dryden Junction,2042,Australia,NSW,Environmental Tech,IT,87,10,Mass Customer,11,0,1
Mandi,Adamsson,1,25,1992-04-07,25 Westerfield Road,4165,Australia,QLD,Programmer Analyst I,Manufacturing,40,5,Mass Customer,5,0,1
Kylila,Basezzi,1,72,1945-06-11,64 Armistice Point,4217,Australia,QLD,Assistant Manager,,94,9,Mass Customer,9,0,1
Yardley,Matten,0,26,1991-03-06,74 Everett Court,4408,Australia,QLD,Junior Executive,Financial Services,35,2,Mass Customer,15,0,0
Shepperd,Leonards,0,36,1981-04-14,38 Nobel Lane,2147,Australia,NSW,Chemical Engineer,Manufacturing,17,9,Mass Customer,5,0,1
Hamel,Curzey,0,27,1990-04-04,6936 Homewood Avenue,4000,Australia,QLD,Structural Engineer,,11,7,Mass Customer,9,0,1
Fancie,Woofendell,1,51,1966-09-17,8 Crowley Center,4212,Australia,QLD,Research Nurse,Health,68,7,Mass Customer,6,0,1
Zebulen,Emtage,0,54,1963-09-01,44 Ronald Regan Parkway,4352,Australia,QLD,Senior Developer,,52,7,High Net Worth,17,0,1
Micheil,Fleote,0,42,1975-09-20,174 Lotheville Crossing,2093,Australia,NSW,Civil Engineer,Manufacturing,48,9,High Net Worth,16,0,0
Cecily,Faircley,1,70,1947-06-12,8 Bluejay Road,4301,Australia,QLD,Accountant IV,IT,42,1,Affluent Customer,19,0,1
Glory,Chilcott,1,78,1939-09-09,4286 Rowland Circle,4165,Australia,QLD,,Telecommunications,49,5,High Net Worth,9,0,0
Sinclair,Wark,0,43,1974-02-21,44 Thompson Center,2134,Australia,NSW,Financial Analyst,Financial Services,68,9,Mass Customer,11,0,1
Tomaso,Horsley,0,16,2001-04-16,70360 Onsgard Plaza,3977,Australia,VIC,Junior Executive,Financial Services,97,6,Mass Customer,10,0,1
Gilli,Christophers,1,69,1948-03-02,53870 Jay Pass,4575,Australia,QLD,Database Administrator IV,Property,70,9,Affluent Customer,17,0,1
Errick,Burgin,0,19,1998-08-19,417 Killdeer Alley,2650,Australia,NSW,Professor,Entertainment,87,2,Mass Customer,11,0,0
Damian,Renard,0,41,1976-07-19,28 Prentice Trail,2155,Australia,NSW,Software Consultant,Retail,43,10,Affluent Customer,8,0,0
Agnola,Batterson,1,37,1980-01-03,216 Bultman Park,4305,Australia,QLD,Physical Therapy Assistant,Financial Services,86,3,Mass Customer,7,0,0
Riki,Wandtke,1,55,1962-05-12,435 Mitchell Street,4115,Australia,QLD,Librarian,Entertainment,25,7,Mass Customer,5,0,1
Mikol,Eck,0,42,1975-07-25,15621 Twin Pines Crossing,4130,Australia,QLD,VP Marketing,Financial Services,99,9,Mass Customer,21,0,1
Phyllis,Wibberley,1,46,1971-01-10,03 Bellgrove Avenue,2066,Australia,NSW,Web Designer IV,Retail,7,12,Affluent Customer,11,0,0
Burt,Vasechkin,0,67,1950-04-15,89100 Rusk Crossing,3338,Australia,VIC,Senior Sales Associate,Retail,33,2,Mass Customer,20,0,1
Adriana,Saundercock,2,45,,82 Gina Junction,3806,Australia,VIC,Nurse,IT,20,7,High Net Worth,14,0,1
Trudie,Phinnessy,1,57,1960-07-04,077 Dennis Lane,3030,Australia,VIC,,Financial Services,45,9,Mass Customer,15,0,1
Frederigo,Cribbott,0,52,1965-03-15,42280 Namekagon Crossing,2140,Australia,NSW,Social Worker,Health,35,8,Mass Customer,16,0,0
Glenda,Eliet,1,43,1974-06-17,1 Fordem Way,3844,Australia,VIC,Quality Control Specialist,,87,7,Mass Customer,12,0,0
Darb,,0,48,1969-06-04,780 Bonner Pass,4034,Australia,QLD,Food Chemist,Health,80,5,Affluent Customer,10,0,0
Cal,Van den Velde,0,21,1996-03-18,77916 Moland Park,3174,Australia,VIC,Senior Sales Associate,Financial Services,22,6,Affluent Customer,6,0,1
Stephani,Sidsaff,1,44,1973-09-29,00 Southridge Avenue,2036,Australia,NSW,Senior Quality Engineer,Financial Services,32,11,Mass Customer,6,0,1
Meade,Bampton,0,35,1982-04-25,7870 Stuart Crossing,2090,Australia,NSW,Health Coach III,Health,69,7,High Net Worth,17,0,0
Flore,Cashen,1,39,1978-06-21,4 Vera Pass,2640,Australia,NSW,,Health,79,4,High Net Worth,17,0,0
Leighton,Firbanks,0,44,1973-12-22,7234 Sycamore Pass,4178,Australia,QLD,Teacher,Retail,51,3,Affluent Customer,21,0,0
Petr,Westman,0,30,1987-11-02,98454 Dapin Park,4556,Australia,QLD,Nurse Practicioner,Property,5,7,Mass Customer,7,0,0
Yorgos,Dewhurst,0,67,1950-09-09,4 Talmadge Road,4701,Australia,QLD,Software Consultant,Argiculture,6,1,Affluent Customer,16,0,0
Simmonds,Bapty,0,15,2002-01-04,47 Susan Park,2025,Australia,NSW,Junior Executive,Financial Services,52,12,Affluent Customer,8,0,0
Hagen,MacCarter,0,34,1983-02-08,7 Ramsey Trail,3172,Australia,VIC,,Entertainment,93,9,Affluent Customer,15,0,1
Cazzie,Stanwix,0,57,1960-10-01,6026 Mallory Drive,4561,Australia,QLD,Research Assistant IV,Manufacturing,37,7,High Net Worth,11,0,1
Geoff,Gwillym,0,18,1999-02-22,1 Eliot Plaza,2323,Australia,NSW,Clinical Specialist,Health,89,4,Affluent Customer,8,0,0
Simonette,,1,27,1990-04-06,66 Hoffman Court,2232,Australia,NSW,VP Product Management,Manufacturing,4,8,Affluent Customer,6,0,1
Deirdre,Sturgeon,1,52,1965-12-22,7 Sycamore Terrace,2232,Australia,NSW,VP Sales,Retail,11,10,Mass Customer,9,0,1
Andrea,Pendle,1,79,1938-08-05,31281 Meadow Valley Way,4500,Australia,QLD,,,86,6,High Net Worth,13,0,1
Juliann,Siemantel,1,70,1947-12-15,28 Parkside Park,3046,Australia,VIC,Librarian,Entertainment,86,8,Mass Customer,22,0,0
Janaye,Eade,1,33,1984-12-13,2782 Northridge Street,2420,Australia,NSW,Chief Design Engineer,Health,23,3,Affluent Customer,4,0,0
Dylan,Stranio,0,64,1953-04-02,3662 Beilfuss Lane,2170,Australia,NSW,Project Manager,Manufacturing,47,8,High Net Worth,9,0,1
Mel,Rochford,1,28,1989-07-23,56334 Vera Crossing,3013,Australia,VIC,Assistant Professor,Retail,11,9,Mass Customer,4,0,1
